sigla;codcls_mat;codmat;consumo_medio;desvio_padrao
EAC;19;22510;990.0;1439.4950503562004
EAC;19;22511;0.0;10.73312629199899
EAC;19;22512;0.0;7.155417527999327
EAC;19;22533;0.0;40.82016308499654
EAC;19;22538;0.0;13.281566172707194
EAC;19;50596;17.555555555555557;39.595173667731
EAC;19;522510;4096.5;3631.679836492006
EAC;19;522511;271.2916666666667;234.9578091944366
EAC;19;522512;212.125;343.46385323387506
EAC;19;522529;0.75;1.5
EAC;19;522533;825.5833333333334;637.39244048577
EAC;19;522538;324.3333333333333;222.3592210554935
EAC;20;20178;0.0;16.97056274847714
EAC;25;359;135.0;63.63961030678928
EAC;25;360;72.14285714285714;91.18923286483
EAC;26;4265;-9.0;
EAC;26;9551;4.6;6.985699678629192
EAC;26;50794;0.0;0.0
EAC;26;50796;-15.0;
EAC;26;90414;39.958333333333336;53.71460749154754
EAC;26;90415;61.708333333333336;46.35353667541281
EAC;26;91235;231.0;159.0783236128614
EAC;26;91236;12.8;9.313584548542904
EAC;26;92007;9.0;7.646606321453597
EAC;26;92009;11.0;11.631852818876277
EAC;26;92010;12.647058823529411;10.313469205792178
EAC;26;522515;0.0;0.0
EAC;26;550796;0.5833333333333334;359.7669434831227
EAC;26;590414;-0.7777777777777778;6.664705593917467
EAC;26;591235;-7.1875;17.436432165631437
EAC;29;22505;0.0;4.0824829046386295
EAC;29;29660;1.0;
EAC;29;90130;0.0;
EAC;29;90168;3.0;
EAC;29;90238;0.0;0.0
EAC;29;90242;0.0;
EAC;29;90246;0.0;
EAC;29;91087;0.0;
EAC;29;91299;0.0;
EAC;29;522505;169.375;200.86720954293463
EAC;30;204;4.5;9.0
EAC;30;250;-107.33333333333333;83.38065323163002
EAC;30;1311;17.875;25.848114051125663
EAC;30;2954;66.0;93.33809511662427
EAC;30;2955;-8.5;33.582520963824535
EAC;30;2966;-73.83333333333333;122.00397775578998
EAC;30;3012;0.0;0.0
EAC;30;3013;0.0;
EAC;30;3014;0.0;
EAC;30;3015;0.0;
EAC;30;3016;0.0;
EAC;30;3017;0.0;
EAC;30;3643;0.0;
EAC;30;7227;1340.6666666666667;1409.0651532347986
EAC;30;7870;380.38461538461536;967.1623905754346
EAC;30;8094;2.6666666666666665;10.679792648478374
EAC;30;8442;57.333333333333336;78.66365752043795
EAC;30;9531;-4.5;14.35136016067949
EAC;30;9533;87.14285714285714;156.46770547669848
EAC;30;9557;-4.0;
EAC;30;9574;1.0;
EAC;30;10064;0.0;
EAC;30;10149;27.541666666666668;67.17205628032788
EAC;30;10250;23.375;420.95705159281306
EAC;30;22230;-4.75;12.68013068882629
EAC;30;22256;0.0;
EAC;30;22519;33.65217391304348;67.18333714928005
EAC;30;22547;-0.3333333333333333;0.5773502691896258
EAC;30;35813;36.0;
EAC;30;90180;0.0;
EAC;30;90213;1.5;4.810702354423639
EAC;30;90215;5.5;7.732665623642266
EAC;30;90216;5.142857142857143;9.177612512444151
EAC;30;90217;0.7777777777777778;2.289504327438469
EAC;30;90218;1.0;7.745966692414834
EAC;30;90219;2.210526315789474;12.295342150444258
EAC;30;90220;0.6;5.2345009313209605
EAC;30;90221;2.3684210526315788;11.20124262112512
EAC;30;90222;0.3333333333333333;4.850712500726659
EAC;30;90223;0.5294117647058824;2.400980191995124
EAC;30;90224;0.9090909090909091;3.505839284808859
EAC;30;90225;1.4375;2.707243370416976
EAC;30;90226;3.625;27.412588349150834
EAC;30;90227;1.8333333333333333;3.688639397672346
EAC;30;90228;-0.3333333333333333;3.5023801430836525
EAC;30;90230;1.0;2.8284271247461903
EAC;30;90231;2.9411764705882355;16.242192694627526
EAC;30;90235;1.2;2.280350850198276
EAC;30;90236;1.0;
EAC;30;90244;10.304347826086957;27.12166993820908
EAC;30;90245;0.0;
EAC;30;90247;4.5;12.068644245027835
EAC;30;90248;0.0;2.8284271247461903
EAC;30;90249;1.565217391304348;107.01691713630926
EAC;30;90250;0.7692307692307693;8.457283312366982
EAC;30;90251;512.0833333333334;470.9965306497045
EAC;30;90252;609.5;610.2296075355927
EAC;30;90280;218.25;242.2860777639955
EAC;30;90281;1.6;6.348228099241551
EAC;30;90360;86.73913043478261;86.12370457730309
EAC;30;90361;457.5833333333333;363.3170751581176
EAC;30;90362;238.83333333333334;217.824753387685
EAC;30;90363;2769.5;2589.7259045832566
EAC;30;90364;270.2916666666667;190.3958072169582
EAC;30;90365;371.7916666666667;496.25895932481154
EAC;30;90366;111.0;139.868882700285
EAC;30;90367;7.454545454545454;14.137849478573035
EAC;30;90368;19.45;49.045065205916806
EAC;30;90372;390.875;397.00512673285954
EAC;30;90373;86.70833333333333;296.2436540016206
EAC;30;90374;59.25;202.17711778666185
EAC;30;90375;81.625;159.37208650363382
EAC;30;90376;1296.625;1212.0242432824302
EAC;30;90377;126.16666666666667;157.65859280121072
EAC;30;90378;66.875;108.25545974784546
EAC;30;90379;66.375;66.2464519148335
EAC;30;90380;319.0416666666667;218.78865703979116
